GeneName	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717	SRR4290846	SRR4290852	SRR4290853	SRR4290854
AC011511.1	20	77	16	10	23	25	111	63	215	198
AC011511.4	57	365	102	180	0	174	1628	1583	6557	5825
AC011611.5	28	0	26	0	0	0	22	22	55	67
AC011816.1	0	0	0	3	0	0	6	2	0	4
AC011825.1	0	7	1	1	0	2	8	24	5	15
AC011891.3	0	16	26	20	0	18	0	0	0	0
AC011921.3	49	30	41	16	0	19	10	7	1	3
AC011933.1	84	95	14	78	0	37	7	6	4	9
AC011939.1	1958	3537	1675	1619	3391	4035	36	27	14	17
AC011979.1	13	14	1	11	0	11	2	0	2	1
AC012065.2	2	3	1	8	6	7	5	8	4	2
AC012066.1	0	0	0	0	0	0	0	0	0	11
AC012158.1	9	40	40	33	17	31	112	82	59	69
AC012170.1	0	0	0	3	0	3	1	1	5	10
AC012184.2	214	150	0	0	0	63	0	0	0	0
AC012186.1	0	0	0	0	0	0	0	8	1	5
AC012213.5	13	23	0	29	3	8	185	110	92	92
AC012254.2	465	535	186	279	88	267	112	95	83	44
AC012254.4	0	21	11	11	2	13	4	1	15	19
AC012309.1	143	296	180	175	0	227	27	33	33	18
AC012314.13	0	788	42	554	512	708	136	55	809	697
AC012358.3	127	14	45	9	0	15	72	47	21	23
AC012433.1	0	0	0	0	16	0	0	0	0	0
AC012435.2	117	282	213	219	109	248	1143	1276	985	1121
AC012441.1	1	49	44	16	8	11	50	58	38	29
AC012441.2	0	39	17	6	0	16	15	9	7	6
AC012488.2	0	0	0	0	0	17	0	0	0	0
AC012513.2	0	6	2	11	3	4	49	59	177	254
AC012519.1	4	2	1	8	1	5	0	0	0	0
AC012569.1	0	0	0	5	0	10	35	53	23	25
AC012618.1	0	1	1	1	0	1	1	8	4	2
AC012618.2	3	111	55	69	1	71	25	50	28	30
AC012618.3	0	9	17	35	0	12	11	50	17	56
AC012651.1	0	26	66	25	1	40	174	193	38	84
AC013244.2	0	2	0	1	28	1	0	0	0	1
AC013262.1	1	2	1	2	0	1	6	4	5	1
AC013268.1	0	1	0	0	0	0	0	7	2	3
AC013271.1	25	35	14	20	2	12	158	131	108	95
AC013355.1	0	0	0	0	0	1	4	1	3	1
AC013356.1	1	15	7	6	4	5	4	2	1	4
AC013394.1	53	1319	153	625	629	518	493	484	333	437
AC013399.1	0	14	0	0	0	9	8	0	0	0
AC013404.1	5	5	5	10	10	6	7	2	2	0
AC013429.1	2	7	2	2	0	0	0	1	0	0
AC013439.1	0	0	1	0	0	0	0	0	6	5
AC013452.2	0	6	1	4	2	0	2	6	2	3
AC013467.3	0	0	0	0	0	3	14	28	78	57
AC013470.2	11	25	12	19	9	12	74	78	79	103
AC013474.1	50	52	14	27	51	42	70	59	48	56
AC013476.1	0	0	0	1	0	8	3	2	1	4
AC013489.1	0	4	6	0	0	34	0	0	4	13
AC013553.1	13	1	1	0	8	0	19	20	21	26
AC013553.2	0	0	0	0	0	0	4	6	4	16
AC015688.4	89	95	66	0	37	16	0	0	0	0
AC015720.3	10	4	5	2	0	1	0	0	0	2
AC015802.6	1638	2366	1114	1597	84	1575	1024	689	4996	3408
AC015813.2	0	204	155	63	69	152	1577	1535	1355	814
AC015818.5	11	5	3	11	0	5	9	5	12	7
AC015849.6	0	1	0	0	0	1	2	17	4	6
AC015910.1	16	11	5	8	3	16	16	21	5	4
AC015911.4	0	7	3	12	0	6	34	61	5	13
AC015911.7	14	5	3	1	0	23	136	263	8	52
AC015911.8	43	73	51	55	71	32	191	260	27	59
AC015912.2	0	0	5	1	0	3	0	4	16	4
AC015977.1	1	3	3	1	1	1	0	2	1	0
AC016027.5	0	0	0	0	0	0	13	10	15	9
AC016065.2	61	78	22	33	129	41	10	6	4	15
AC016546.1	4	4	1	2	0	3	1	0	3	0
AC016559.2	0	12	0	3	0	4	0	0	17	16
AC016559.3	0	109	117	55	0	107	0	2	4	0
AC016582.1	3	8	4	4	2	2	19	37	28	22
AC016582.2	0	35	0	23	112	12	52	8	0	2
AC016582.3	120	223	427	171	113	925	172	171	148	202
AC016629.3	346	87	18	65	16	82	56	97	212	163
AC016687.1	2	9	0	2	2	3	1	2	1	1
AC016700.1	0	10	0	0	11	0	0	0	0	0
AC016734.1	0	2	2	0	0	0	0	1	18	4
AC016739.1	17	42	10	33	2	4	17	11	23	0
AC016769.1	0	13	0	5	0	5	0	0	0	0
AC016769.3	0	4	0	4	0	6	3	0	0	3
AC016831.3	0	0	0	0	0	1	2	3	1	9
AC016894.1	31	6	1	13	1	20	94	108	64	95
AC016954.1	0	10	0	4	0	15	47	11	0	7
AC016957.1	0	9	0	2	0	0	9	3	2	0
AC016999.2	19	0	0	0	0	0	9	0	35	15
AC017002.2	0	0	0	0	0	0	0	0	0	11
AC017007.4	9	7	23	5	0	2	3	2	2	3
AC017083.3	589	184	42	92	68	169	13	0	2	15
AC017099.1	0	11	8	14	0	3	46	43	27	26
AC017104.2	0	4	13	1	24	2	0	0	0	0
AC017104.4	0	0	0	6	0	1	0	12	5	12
AC017104.5	0	9	0	2	0	0	1	0	4	3
AC018362.3	72	187	239	77	166	103	130	148	131	173
AC018442.1	0	0	0	0	0	0	41	6	0	7
AC018442.3	0	0	8	1	0	1	0	2	1	2
AC018475.1	4	1	2	1	11	0	0	0	0	0
AC018523.1	4	34	10	10	29	23	8	7	3	2
AC018523.2	0	24	0	11	0	0	0	0	0	0
AC018630.1	0	1	1	2	0	2	1	1	3	0
AC018630.2	0	0	170	0	141	92	0	16	0	74
AC018635.1	0	43	0	16	0	59	0	0	125	48
AC018638.1	0	33	25	17	69	11	1	1	4	2
AC018638.2	0	9	40	6	0	13	187	157	107	58
AC018638.3	0	0	0	0	0	0	7	6	6	9
AC018638.4	0	37	54	24	0	51	1237	928	616	621
AC018638.5	6	209	159	115	355	130	189	215	118	66
AC018638.8	0	3	1	3	2	4	45	59	28	41
AC018644.1	49	192	46	81	0	113	107	193	133	92
AC018695.1	2	1	4	2	0	1	1	1	1	2
AC018714.1	36	0	0	1	0	2	0	1	0	0
AC018755.2	0	73	51	0	0	0	0	0	0	0
AC018797.1	21	3	0	0	0	2	8	1	0	0
AC018797.2	0	0	0	9	0	10	35	34	14	7
AC018865.2	0	0	6	0	0	0	1	0	1	5
AC018868.1	0	2	2	0	2	0	9	8	12	8
AC018868.2	0	0	0	3	0	4	7	1	28	7
AC018992.1	0	0	0	0	0	0	16	0	0	1
AC019072.1	0	0	1	0	0	0	14	35	15	17
AC019084.1	6	5	4	4	2	4	10	10	2	0
AC019117.4	0	18	0	0	0	5	0	3	0	0
AC019176.3	1	2	1	0	0	3	1	0	2	3
AC019181.1	3	1	2	2	1	0	0	3	2	1
AC019206.1	0	11	0	8	0	4	11	12	35	10
AC019257.8	0	0	0	0	0	0	0	0	22	0
AC019288.1	0	0	0	0	0	0	3	4	1	5
AC020550.1	0	7	2	1	0	7	1	2	0	2
AC020612.1	1	11	0	12	1	21	2	3	2	4
AC020633.1	0	0	0	0	0	0	4	14	5	6
AC020658.1	5	13	5	3	0	4	3	0	2	1
AC020688.1	0	0	0	0	0	0	17	3	9	20
AC020728.1	0	3	0	0	0	11	31	20	25	50
AC020779.1	70	154	86	142	100	111	170	172	172	219
AC020899.1	9	15	5	18	5	2	2	2	2	5
AC020904.1	0	2	0	0	0	0	11	2	0	0
AC020904.2	0	23	4	18	0	5	41	1	1	0
AC020910.3	0	0	0	2	0	2	11	9	0	0
AC020910.4	0	0	0	1	0	0	8	1	1	2
AC020914.5	53	5	0	1	0	8	1	1	4	19
AC020915.1	0	81	0	51	0	0	130	111	13	43
AC020915.5	0	194	210	109	0	185	62	71	18	25
AC020917.1	125	60	3	18	0	36	6	0	10	1
AC021006.2	0	0	0	0	10	0	1	0	0	1
AC021074.1	12	6	1	9	1	5	2	1	6	2
AC021087.2	0	17	2	6	0	4	5	8	11	8
AC021106.1	0	13	0	13	0	12	19	24	51	69
AC021106.2	2	2	2	3	0	1	1	3	2	15
AC021148.1	0	4	0	2	1	0	14	8	30	6
AC021171.1	1	0	1	0	0	1	1	6	0	8
AC021171.2	90	42	0	24	0	29	5	2	3	8
AC021231.2	0	0	0	5	0	0	1	5	1	0
AC021443.3	12	0	0	0	0	0	0	2	6	9
AC021660.3	0	0	0	0	0	2	6	0	0	2
AC021723.1	1	23	2	9	143	31	1	0	2	1
AC022001.1	0	9	0	2	0	1	0	3	6	1
AC022018.1	25	11	11	23	12	9	21	37	28	64
AC022022.2	0	0	8	1	0	3	2	0	2	4
AC022034.2	7	2	0	6	2	0	0	1	1	1
AC022069.1	0	2	0	8	1	0	0	8	3	12
AC022080.2	44	97	67	60	48	90	150	91	107	125
AC022137.3	186	445	231	268	43	197	0	20	15	47
AC022149.1	29	92	0	0	0	87	654	773	313	380
AC022182.3	0	13	1	2	5	6	107	53	49	43
AC022215.1	1	0	1	3	0	0	16	0	4	6
AC022336.1	0	2	1	2	0	1	2	11	3	6
AC022384.1	0	1	0	0	0	0	560	476	672	779
AC022400.4	0	19	19	3	0	3	0	0	0	0
AC022400.7	22	186	0	107	0	98	383	536	371	447
AC022414.1	0	0	0	2	0	4	14	13	0	7
AC022415.2	135	420	407	303	210	205	45	18	48	30
AC022432.1	0	14	0	0	0	0	1	0	0	0
AC022447.4	0	9	0	2	0	18	0	0	1	0
AC022493.1	0	0	0	0	0	1	71	82	39	57
AC022493.2	0	0	0	1	0	1	1	6	0	2
AC022506.1	64	153	48	55	56	100	1	0	0	2
AC022730.2	1	9	5	7	2	0	1	1	4	1
AC022748.2	0	2	5	2	0	3	0	2	0	8
AC022826.1	73	37	78	27	6	11	23	23	18	20
AC022826.2	70	58	41	0	0	72	0	0	0	0
AC022916.4	0	12	0	0	0	1	1	2	0	0
AC022968.1	2	0	0	0	7	2	0	0	0	0
AC022973.2	1	2	1	2	0	0	21	12	28	58
AC023050.1	0	0	0	3	0	3	1	0	0	11
AC023050.3	0	8	14	4	0	4	0	0	0	0
AC023050.5	5	11	8	11	7	5	36	32	46	66
AC023051.2	0	0	0	1	0	6	15	21	19	17
AC023055.1	1203	1441	661	797	344	816	445	355	945	918
AC023141.4	0	0	0	0	0	0	3	4	4	2
AC023194.2	2	1	2	1	0	7	0	2	0	1
AC023206.1	0	0	0	1	0	3	5	14	12	22
AC023271.2	0	0	20	4	0	0	1	0	4	2
AC023389.3	0	218	155	197	0	129	44	57	138	45
AC023424.1	1	3	1	8	0	1	4	4	8	0
AC023490.5	0	0	0	0	0	0	0	0	7	4
AC023491.2	10	0	3	4	0	0	0	0	0	12
AC023509.5	0	6	0	5	0	16	9	12	5	18
AC023512.1	5	0	6	6	0	1	0	0	0	0
AC023513.1	0	0	0	0	0	0	0	10	0	1
AC023632.1	0	2	4	3	2	3	3	3	1	7
AC023794.5	5	32	78	53	0	12	35	139	11	41
AC023813.2	0	0	0	0	0	0	13	17	1	6
AC023825.1	0	3	21	6	0	1	7	16	29	38
AC023906.1	1	2	3	2	0	1	2	0	6	3
AC023934.1	0	1	1	0	0	1	5	6	0	5
AC024067.1	0	0	0	0	0	0	7	6	2	3
AC024270.1	0	5	0	1	0	0	19	27	32	47
AC024293.1	0	0	6	8	24	0	1	14	1	1
AC024405.2	7	2	0	0	0	2	1	2	4	1
AC024451.1	4	3	4	1	2	5	13	9	11	22
AC024451.2	0	36	61	3	0	12	20	8	49	51
AC024451.3	1	7	0	1	0	6	14	18	7	20
AC024558.1	0	0	0	3	0	0	1	0	5	8
AC024560.2	1	4	24	4	0	2	46	24	26	15
AC024568.1	16	143	103	93	10	67	193	135	176	179
AC024592.3	8	140	67	105	11	146	48	51	20	83
AC024937.1	0	2	0	0	0	2	8	0	30	19
AC024940.2	8	0	21	3	0	1	31	18	21	0
AC024940.3	10	10	22	10	5	17	4	9	14	3
AC024940.4	3	10	0	7	0	13	11	16	17	34
AC024940.7	0	16	0	12	130	10	21	18	25	30
AC025030.1	0	1	0	1	0	6	0	0	1	2
AC025040.2	0	13	0	0	0	1	0	0	0	0
AC025165.3	0	0	0	41	0	17	9	15	25	20
AC025165.6	40	0	0	0	0	0	0	0	0	0
AC025181.1	3	3	0	1	0	1	0	1	2	1
AC025186.1	2	0	0	0	2	0	3	1	1	1
AC025198.1	0	19	0	2	0	1	1	1	15	6
AC025271.1	0	3	1	0	51	110	0	1	2	2
AC025279.2	0	20	18	20	0	8	7	32	12	8
AC025283.1	0	1	0	2	0	2	2	1	4	3
AC025283.2	0	13	32	17	0	18	0	0	0	0
AC025287.4	0	0	0	3	0	1	25	18	5	2
AC025423.2	239	322	143	210	357	296	0	0	0	0
AC025449.1	0	24	21	17	103	20	5	9	8	20
AC025458.1	0	2	9	1	0	4	0	0	0	0
AC025459.1	0	4	0	1	4	3	3	1	0	3
AC025518.1	0	7	0	3	0	2	1	6	8	8
AC025588.1	0	2	0	2	0	8	0	0	8	0
AC025678.1	0	0	0	1	0	1	18	8	19	11
AC025678.2	0	0	0	0	0	0	7	3	7	17
AC025755.1	0	0	0	0	0	0	0	0	11	0
AC025884.1	0	2	0	0	0	0	176	190	43	39
AC025884.2	0	0	0	0	0	0	15	2	3	10
AC026111.1	0	8	1	9	0	1	5	3	7	6
AC026117.1	0	4	27	1	0	0	3	10	8	32
AC026120.1	0	0	0	3	0	0	3	3	3	7
AC026150.3	41	42	0	0	0	33	13	36	15	42
AC026271.3	0	2	0	0	6	0	0	0	0	2
AC026316.1	1	1	0	0	1	2	2	3	2	0
AC026316.4	17	39	43	38	25	44	28	18	25	44
AC026348.1	0	0	0	6	0	0	13	12	23	23
AC026402.1	2	14	0	4	0	8	0	1	1	3
AC026403.1	457	437	71	608	0	73	0	0	25	0
AC026410.1	19	20	7	8	23	6	3	3	7	5
AC026410.2	2	1	0	4	1	1	0	0	1	0
AC026412.1	130	45	32	39	0	10	297	401	229	180
AC026412.2	0	0	0	0	0	4	1	2	0	3
AC026427.2	0	0	0	0	0	3	6	3	2	0
AC026436.1	0	2	0	4	0	1	1	2	1	1
AC026458.1	0	1	0	1	0	2	2	3	5	8
AC026462.1	2	0	0	5	0	0	2	1	8	4
AC026464.4	0	0	0	21	200	0	0	0	148	0
AC026464.5	0	4	0	7	0	1	2	0	8	21
AC026477.1	2	8	8	9	2	5	0	0	0	0
AC026740.3	0	0	0	0	0	2	8	13	0	0
AC026786.1	0	0	0	0	0	0	51	35	0	32
AC026877.1	288	345	104	138	47	183	60	57	86	79
AC026954.2	0	122	0	57	24	90	3	4	16	31
AC027104.1	0	0	0	0	0	0	3	4	3	2
AC027176.2	0	21	7	7	0	11	14	19	6	11
AC027455.1	0	0	0	4	0	0	4	6	26	15
AC027544.1	0	2	0	1	0	3	23	42	3	12
AC027559.1	3	61	11	44	1	26	64	69	199	164
AC027575.1	277	70	45	109	0	49	19	31	61	66
AC027601.1	80	129	123	101	86	115	85	104	86	152
AC027612.2	0	3	3	6	62	7	17	25	25	19
AC027644.1	0	1	0	4	0	0	3	2	0	4
AC027644.2	0	4	6	4	0	3	38	11	17	5
AC027644.4	198	432	241	318	13	334	110	94	151	186
AC027763.1	0	5	0	0	0	2	0	4	1	1
AC027796.2	0	1	0	3	0	3	3	10	1	11
AC027796.3	0	36	23	31	15	19	76	66	66	88
AC034102.1	0	16	0	7	0	5	0	0	0	5
AC034105.3	0	3	0	0	1	1	14	15	25	48
AC034207.1	4	12	0	1	1	0	0	0	0	3
AC034236.1	27	31	13	179	0	0	297	332	262	137
AC036176.2	90	46	0	27	0	29	121	74	51	47
AC037479.1	0	1	0	6	0	1	9	1	1	2
AC037487.3	0	5	2	3	0	0	0	1	0	0
AC040162.1	99	2585	1426	1755	58	1857	664	589	1595	1494
AC040162.2	0	2	5	2	8	8	1	0	3	1
AC040169.2	0	0	0	0	0	0	1	13	0	6
AC040975.1	0	14	0	5	0	18	18	5	28	35
AC040978.1	55	157	75	147	140	133	111	116	165	139
AC044787.1	9	12	0	7	31	5	1	2	1	4
AC044860.1	22	43	26	18	9	33	71	124	63	72
AC046144.1	0	1	1	0	0	2	2	2	2	0
AC046185.2	99	73	28	59	24	28	5	5	5	5
AC048338.1	0	14	0	0	0	0	0	0	0	0
AC048338.2	89	146	117	72	11	104	102	85	57	102
AC048351.2	26	50	20	17	5	32	13	1	8	4
AC051619.1	10	43	26	31	28	22	51	67	54	72
AC051619.2	7	16	5	10	8	11	8	11	22	15
AC055733.1	0	1	0	0	0	0	8	15	2	11
AC055733.3	0	0	0	1	14	4	4	3	9	11
AC055811.2	0	0	0	0	0	0	20	0	0	0
AC055839.1	0	46	2	8	0	38	48	31	3	16
AC055839.2	0	34	0	13	0	2	506	592	88	14
AC055876.4	0	14	0	20	0	10	2	2	0	0
AC058823.1	0	12	0	0	0	6	1	1	2	2
AC060766.1	1	77	78	70	2	59	19	42	1	11
AC060766.5	0	43	175	37	0	35	10	18	3	7
AC060773.1	0	1	0	0	0	0	1	1	6	2
AC060780.2	1	28	15	10	3	36	3	0	0	0
AC060780.3	0	9	0	0	0	2	0	0	2	3
AC061975.3	19	0	0	1	0	0	0	0	0	0
AC062037.4	22	49	28	14	21	46	34	38	29	54
AC063924.1	0	0	0	0	0	4	0	0	0	11
AC063950.1	0	21	45	8	0	5	29	14	21	3
AC063952.1	4	0	0	0	0	1	30	2	67	0
AC063952.2	0	2	0	0	0	0	2	11	8	0
AC063976.2	38	54	20	42	64	58	86	70	102	168
AC063977.1	0	9	0	4	0	10	0	0	0	0
AC064799.1	5	2	4	0	0	2	0	0	2	2
AC064847.1	0	0	15	19	0	9	1	10	3	3
AC064862.6	0	1	7	2	0	3	1	1	0	3
AC067752.1	4	14	7	5	2	14	64	75	36	74
AC067904.2	0	5	0	1	1	2	0	0	0	2
AC067942.1	10	33	14	25	12	16	50	65	34	32
AC067968.1	0	0	76	0	0	0	0	2	0	0
AC068044.1	0	2	3	2	3	1	66	97	26	31
AC068050.1	1	11	14	24	0	53	0	7	0	0
AC068134.3	0	6	0	7	0	8	44	18	14	16
AC068279.1	0	17	50	7	0	9	7	13	17	28
AC068446.1	0	0	15	0	0	4	0	31	0	0
AC068491.1	0	0	0	0	0	0	0	3	30	104
AC068522.1	1	2	0	0	3	4	0	4	0	0
AC068533.4	14	599	423	303	371	599	34	10	16	24
AC068547.1	50	214	206	104	0	84	61	125	310	251
AC068580.4	294	165	557	80	1	190	31	81	39	1
AC068587.8	0	10	13	0	24	1	0	0	0	0
AC068620.3	19	101	39	68	46	60	201	213	504	427
AC068631.3	0	51	0	36	54	24	0	0	0	0
AC068647.1	2	1	1	1	1	1	4	4	2	5
AC068657.2	7	4	11	0	0	0	0	9	9	3
AC068775.1	106	35	610	151	397	55	13	7	0	1
AC068790.1	0	0	0	0	0	1	5	3	9	16
AC068790.8	0	1	22	5	0	2	0	0	0	0
AC068831.8	35	143	40	99	26	101	158	209	290	288
AC068896.3	1	11	0	5	0	9	29	41	24	23
AC068946.1	16	52	16	28	15	28	36	26	59	68
AC068946.2	4	35	0	40	0	21	52	91	372	136
AC069213.3	1	3	2	3	1	4	3	1	1	1
AC069218.1	4	5	6	1	4	3	1	0	2	1
AC069236.1	0	0	0	0	0	0	70	78	45	45
AC069271.1	0	12	0	1	0	0	1	1	0	0
AC069282.1	0	20	18	13	0	11	12	17	18	19
AC069304.2	0	7	10	4	0	13	1	0	0	0
AC069304.3	0	10	5	0	0	8	2	4	0	0
AC069366.1	0	21	0	29	0	16	1	1	2	12
AC069368.1	0	2	0	0	0	0	0	6	81	0
AC069431.2	0	0	0	2	0	8	6	7	8	9
AC069444.2	0	4	0	8	0	0	0	0	0	0
AC069499.2	0	12	0	10	0	9	6	15	20	11
AC069499.3	0	1	0	0	0	1	1	1	7	4
AC069503.2	0	0	6	1	0	2	0	15	1	6
AC069542.2	15	37	34	41	37	20	56	82	79	75
AC072052.1	0	0	0	5	0	0	0	1	2	3
AC073063.1	2	25	4	9	0	18	4	1	23	24
AC073065.1	46	188	108	138	96	133	215	198	226	251
AC073072.1	8	17	16	9	0	10	0	7	3	4
AC073073.1	0	14	0	10	0	74	1	2	0	0
AC073082.1	20	48	25	33	13	31	412	323	179	251
AC073107.1	134	115	21	10	0	316	10	28	3	156
AC073111.2	0	4	21	5	0	27	13	11	0	1
AC073111.4	396	337	230	312	485	162	329	426	57	62
AC073135.7	0	0	0	1	0	0	1	2	5	21
AC073150.1	0	28	0	4	0	23	0	0	2	1
AC073210.1	0	0	0	0	0	3	11	16	2	9
AC073210.2	0	9	0	2	0	10	1	0	0	0
AC073261.1	0	0	0	0	23	0	0	0	0	7
AC073264.2	0	13	10	7	0	2	1	1	6	2
AC073264.3	0	105	0	0	1	73	174	156	0	108
AC073325.2	3	3	2	2	0	1	0	0	0	0
AC073335.1	3	0	2	0	0	3	2	0	0	1
AC073349.2	1	3	0	0	0	1	274	365	89	138
AC073358.1	0	0	0	0	0	0	62	58	5	2
AC073415.1	0	7	0	2	0	1	1	0	2	4
AC073476.1	0	3	1	6	0	2	28	42	49	23
AC073476.2	0	3	0	3	0	0	0	1	11	10
AC073488.3	0	0	0	0	0	0	6	0	9	0
AC073488.4	0	0	0	0	0	0	0	0	12	0
AC073488.5	0	0	0	0	0	1	13	0	1	0
AC073488.8	0	0	0	0	0	0	6	0	5	0
AC073488.9	0	0	0	0	0	0	21	0	9	0
AC073508.2	95	18	0	39	0	34	3	19	24	23
AC073522.1	0	0	2	2	2	0	3	1	1	2
AC073534.1	0	0	0	3	0	0	6	1	0	2
AC073544.1	0	0	0	10	0	0	0	0	0	0
AC073551.1	8	44	13	16	38	27	19	33	9	44
AC073585.1	0	65	0	55	0	72	9	25	29	18
AC073594.1	0	0	2	0	0	0	0	12	6	0
AC073610.1	0	3	15	5	0	7	0	0	3	1
AC073610.2	6	129	57	23	140	15	231	188	945	649
AC073612.1	0	0	20	0	0	0	0	0	0	0
AC073657.2	2	4	11	2	0	0	3	3	10	26
AC073861.1	12	41	15	36	2	50	11	0	4	7
AC073896.1	175	0	12	132	41	177	1	3	245	0
AC073909.1	0	1	0	3	0	1	0	0	3	2
AC073916.1	0	0	0	0	0	0	7	7	0	2
AC074051.3	3	3	0	0	1	1	0	1	5	8
AC074052.1	3	2	4	1	1	0	0	0	0	0
AC074085.2	0	0	0	0	0	1	1	0	24	0
AC074117.2	0	2	0	0	0	3	2	5	0	0
AC074141.1	25	62	10	74	49	78	59	85	68	101
AC074143.1	0	0	0	0	0	0	11	54	0	0
AC074276.1	1	11	5	8	3	2	20	16	54	27
AC074276.2	0	0	0	0	0	0	6	5	7	5
AC074281.1	0	1	0	0	0	0	14	0	2	0
AC074367.1	0	2	0	6	0	0	6	8	9	23
AC078817.1	4	10	3	4	1	4	1	0	2	4
AC078899.2	0	0	1	1	7	1	1	1	0	2
AC078899.4	12	5	2	0	0	2	2	5	4	0
AC078927.1	98	456	0	79	105	143	0	0	0	0
AC079140.1	0	4	44	6	0	12	8	10	14	11
AC079140.2	0	0	15	17	12	11	49	34	70	76
AC079140.3	0	22	27	21	0	9	2	0	0	0
AC079140.4	0	0	0	0	0	0	3	33	0	1
AC079140.5	0	14	0	0	0	0	0	0	0	0
AC079150.1	2	13	11	10	9	3	7	14	0	5
AC079203.1	0	32	8	5	0	9	13	9	17	12
AC079250.1	12	12	4	5	5	8	3	4	5	5
AC079316.1	65	115	121	77	175	98	52	38	54	69
AC079328.1	2	0	2	0	0	0	1	1	10	4
AC079363.1	27	58	29	37	50	47	35	46	49	65
AC079414.2	3	15	7	9	39	12	9	7	13	13
AC079416.2	18	91	29	51	35	55	210	208	198	223
AC079447.1	23	38	0	34	0	5	32	44	20	40
AC079594.1	0	3	0	5	0	4	1	3	4	2
AC079601.3	0	2	10	5	0	1	12	17	16	31
AC079776.1	0	0	0	0	15	10	0	0	0	0
AC079781.1	0	2	40	2	2	2	30	24	7	24
AC079781.2	0	0	0	0	0	1	3	8	1	8
AC079781.3	0	0	0	0	0	0	5	6	6	4
AC079781.4	0	0	4	0	0	0	9	1	8	8
AC079834.1	3	4	1	3	0	4	0	0	2	2
AC079880.2	178	179	182	184	1	227	14	86	23	51
AC079880.3	0	0	0	4	0	0	3	3	5	3
AC079905.1	0	0	0	0	0	0	2	4	2	3
AC079905.2	1	0	0	0	0	1	6	2	2	7
AC079922.1	9	3	1	4	0	3	1	0	7	0
AC079944.1	1	4	4	6	0	0	2	0	3	1
AC079944.2	0	0	1	0	0	1	4	0	16	0
AC080023.2	10	0	0	8	0	8	12	0	17	4
AC080112.3	0	0	60	0	0	0	0	0	0	0
AC083798.1	0	11	0	8	0	3	2	2	1	0
AC083822.1	1	2	0	0	0	0	7	5	1	0
AC083829.1	0	8	0	3	0	1	0	0	0	0
AC083855.1	0	0	0	0	0	1	1	2	11	19
AC083873.1	4	2	2	2	0	0	4	6	2	11
AC083899.1	247	202	100	55	240	133	27	73	53	39
AC083923.1	0	1	0	2	0	2	1	6	0	3
AC084017.1	111	336	147	302	137	237	71	62	97	129
AC084024.2	9	25	15	30	0	8	4	1	6	16
AC084198.3	3	5	4	2	0	2	4	5	7	6
AC084337.1	0	13	0	7	0	7	186	132	86	80
AC084337.2	0	15	0	12	67	12	15	7	9	8
AC084368.1	95	0	63	0	60	0	0	0	0	0
AC084754.1	1	1	0	2	6	4	65	29	9	34
AC084757.1	0	0	0	2	0	1	0	3	9	5
AC084783.1	0	0	1	0	0	1	14	16	17	11
AC084824.2	0	49	69	14	0	30	19	22	25	25
AC084871.1	0	4	0	1	0	1	56	4	9	9
AC084879.2	9	5	0	5	16	7	34	31	35	69
AC087163.2	0	15	0	7	0	4	21	9	15	8
AC087257.2	264	169	0	62	0	63	0	0	1	8
AC087280.1	0	1	0	0	0	0	6	0	3	6
AC087283.1	3	20	19	16	17	15	41	27	30	87
AC087289.3	17	51	12	32	19	16	34	10	45	42
AC087312.1	1	3	5	8	4	4	2	0	1	0
AC087343.1	15	11	15	21	12	5	6	2	0	3
AC087359.1	1	10	9	13	4	16	133	180	114	169
AC087385.1	1	2	0	0	0	1	1	3	2	2
AC087385.2	1	3	0	4	3	4	12	3	11	4
AC087477.1	0	1	0	3	0	1	2	1	1	2
AC087477.6	0	1	1	0	1	2	0	0	9	1
AC087481.1	0	6	0	0	0	7	2	2	1	3
AC087481.2	0	14	0	4	0	8	0	1	3	2
AC087498.1	38	9	18	19	0	9	2	0	3	3
AC087632.2	124	2	0	36	0	10	45	33	87	33
AC087633.2	5	1	5	1	2	0	15	200	2	39
AC087650.1	1	1	2	2	0	3	0	1	0	1
AC087721.2	453	648	241	242	1	211	686	860	1360	1076
AC087752.1	0	0	1	0	0	1	0	9	5	0
AC087752.2	0	4	0	0	0	2	0	3	8	0
AC087763.2	0	4	0	4	0	3	10	6	2	3
AC087854.2	36	45	37	10	1	14	8	6	3	9
AC087879.1	4	0	3	1	1	0	1	0	0	0
AC087894.1	42	126	70	84	49	59	51	48	37	58
AC089984.2	178	155	94	125	0	67	184	115	50	40
AC089987.1	1	7	9	9	2	4	22	24	18	20
AC089998.3	0	0	0	0	0	0	18	35	35	49
AC090004.1	0	3	17	0	0	7	6	16	7	13
AC090013.1	3	6	8	8	0	7	3	2	2	2
AC090018.1	4	9	0	4	0	6	4	21	2	12
AC090058.1	0	4	4	3	0	3	0	1	0	0
AC090114.1	2	17	0	0	0	15	5	1	15	0
AC090114.3	0	70	17	37	214	27	971	1038	774	1071
AC090192.1	0	0	0	5	0	2	335	529	220	59
AC090241.1	3	9	12	8	6	13	29	18	41	44
AC090286.3	0	13	32	5	123	7	6	17	25	29
AC090286.4	0	0	0	0	0	0	0	1	2	17
AC090287.3	2	3	3	2	0	0	1	2	2	2
AC090360.1	1	10	0	4	0	2	2	10	27	59
AC090498.1	712	1228	469	791	197	649	0	0	0	0
